"TestID","Category","Module / Page","Test Case","Method","Environment","Status","Observed Result (evidence)","Executed At"
"E2E-170","End-to-End (E2E) Testing","Mentorship Requests","Mentor responds to request — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-171","End-to-End (E2E) Testing","Mentorship Requests","Mentor responds to request — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-172","End-to-End (E2E) Testing","Mentorship Requests","Mentor responds to request — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-173","End-to-End (E2E) Testing","Mentorship Requests","Mentor responds to request — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-174","End-to-End (E2E) Testing","Mentorship Requests","Mentor responds to request — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-175","End-to-End (E2E) Testing","Mentorship Requests","Mentor responds to request — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-176","End-to-End (E2E) Testing","Mentorship Requests","Mentor responds to request — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-177","End-to-End (E2E) Testing","Mentorship Requests","Mentor views received requests — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-178","End-to-End (E2E) Testing","Mentorship Requests","Mentor views received requests — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-179","End-to-End (E2E) Testing","Mentorship Requests","Mentor views received requests — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-180","End-to-End (E2E) Testing","Mentorship Requests","Mentor views received requests — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-181","End-to-End (E2E) Testing","Mentorship Requests","Mentor views received requests — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-182","End-to-End (E2E) Testing","Mentorship Requests","Mentor views received requests — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-183","End-to-End (E2E) Testing","Mentorship Requests","Mentor views received requests — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-184","End-to-End (E2E) Testing","Mentorship Requests","Mentor views received requests — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-185","End-to-End (E2E) Testing","Learning Path","View learning path — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-186","End-to-End (E2E) Testing","Learning Path","View learning path — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-187","End-to-End (E2E) Testing","Learning Path","View learning path — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-188","End-to-End (E2E) Testing","Learning Path","View learning path — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-189","End-to-End (E2E) Testing","Learning Path","View learning path — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-190","End-to-End (E2E) Testing","Learning Path","View learning path — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-191","End-to-End (E2E) Testing","Learning Path","View learning path — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-192","End-to-End (E2E) Testing","Learning Path","View learning path — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-193","End-to-End (E2E) Testing","Learning Path","Generate learning path — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=201 exp=201","2026-07-11T19:49:48.906Z"
"E2E-194","End-to-End (E2E) Testing","Learning Path","Generate learning path — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=201 exp=201","2026-07-11T19:49:48.906Z"
"E2E-195","End-to-End (E2E) Testing","Learning Path","Generate learning path — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=201 exp=201","2026-07-11T19:49:48.906Z"
"E2E-196","End-to-End (E2E) Testing","Learning Path","Generate learning path — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=201","2026-07-11T19:49:48.906Z"
"E2E-197","End-to-End (E2E) Testing","Learning Path","Generate learning path — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 201,201","2026-07-11T19:49:48.906Z"
"E2E-198","End-to-End (E2E) Testing","Learning Path","Generate learning path — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=201, body present=true","2026-07-11T19:49:48.906Z"
"E2E-199","End-to-End (E2E) Testing","Learning Path","Generate learning path — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=201 exp=201","2026-07-11T19:49:48.906Z"
"E2E-200","End-to-End (E2E) Testing","Learning Path","Generate learning path — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=201 exp=201","2026-07-11T19:49:48.906Z"
"E2E-201","End-to-End (E2E) Testing","Learning Path","Complete a milestone — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-202","End-to-End (E2E) Testing","Learning Path","Complete a milestone — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-203","End-to-End (E2E) Testing","Learning Path","Complete a milestone — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-204","End-to-End (E2E) Testing","Learning Path","Complete a milestone — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-205","End-to-End (E2E) Testing","Learning Path","Complete a milestone — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-206","End-to-End (E2E) Testing","Learning Path","Complete a milestone — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-207","End-to-End (E2E) Testing","Learning Path","Complete a milestone — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-208","End-to-End (E2E) Testing","Learning Path","Complete a milestone — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-209","End-to-End (E2E) Testing","Learning Path","Complete a daily task — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-210","End-to-End (E2E) Testing","Learning Path","Complete a daily task — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-211","End-to-End (E2E) Testing","Learning Path","Complete a daily task — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-212","End-to-End (E2E) Testing","Learning Path","Complete a daily task — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-213","End-to-End (E2E) Testing","Learning Path","Complete a daily task — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-214","End-to-End (E2E) Testing","Learning Path","Complete a daily task — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-215","End-to-End (E2E) Testing","Learning Path","Complete a daily task — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-216","End-to-End (E2E) Testing","Learning Path","Complete a daily task — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-217","End-to-End (E2E) Testing","Learning Path","Complete a weekly goal — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-218","End-to-End (E2E) Testing","Learning Path","Complete a weekly goal — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-219","End-to-End (E2E) Testing","Learning Path","Complete a weekly goal — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-220","End-to-End (E2E) Testing","Learning Path","Complete a weekly goal — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-221","End-to-End (E2E) Testing","Learning Path","Complete a weekly goal — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-222","End-to-End (E2E) Testing","Learning Path","Complete a weekly goal — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-223","End-to-End (E2E) Testing","Learning Path","Complete a weekly goal — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-224","End-to-End (E2E) Testing","Learning Path","Complete a weekly goal — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-225","End-to-End (E2E) Testing","Learning Path","Progress % recalculation — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-226","End-to-End (E2E) Testing","Learning Path","Progress % recalculation — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-227","End-to-End (E2E) Testing","Learning Path","Progress % recalculation — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-228","End-to-End (E2E) Testing","Learning Path","Progress % recalculation — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-229","End-to-End (E2E) Testing","Learning Path","Progress % recalculation — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-230","End-to-End (E2E) Testing","Learning Path","Progress % recalculation — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-231","End-to-End (E2E) Testing","Learning Path","Progress % recalculation — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-232","End-to-End (E2E) Testing","Learning Path","Progress % recalculation — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-233","End-to-End (E2E) Testing","Gamification","XP points awarded — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-234","End-to-End (E2E) Testing","Gamification","XP points awarded — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-235","End-to-End (E2E) Testing","Gamification","XP points awarded — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-236","End-to-End (E2E) Testing","Gamification","XP points awarded — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-237","End-to-End (E2E) Testing","Gamification","XP points awarded — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-238","End-to-End (E2E) Testing","Gamification","XP points awarded — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-239","End-to-End (E2E) Testing","Gamification","XP points awarded — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-240","End-to-End (E2E) Testing","Gamification","XP points awarded — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-241","End-to-End (E2E) Testing","Gamification","Badge: First Step — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-242","End-to-End (E2E) Testing","Gamification","Badge: First Step — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-243","End-to-End (E2E) Testing","Gamification","Badge: First Step — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-244","End-to-End (E2E) Testing","Gamification","Badge: First Step — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-245","End-to-End (E2E) Testing","Gamification","Badge: First Step — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-246","End-to-End (E2E) Testing","Gamification","Badge: First Step — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-247","End-to-End (E2E) Testing","Gamification","Badge: First Step — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-248","End-to-End (E2E) Testing","Gamification","Badge: First Step — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-249","End-to-End (E2E) Testing","Gamification","Badge: Streaker — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
